code,label
"#include <stdio.h>
#include <stdlib.h>

// Node structure
struct Node {
    int data;
    struct Node* next;
};

// Function to print a circular linked list
void printCircular(struct Node* head) {
    if (head == NULL)
        return;

    struct Node* temp = head;
    do {
        printf(""%d -> "", temp->data);
        temp = temp->next;
    } while (temp != head);
    printf(""(head)\n"");
}

// Insert node at end of circular list
struct Node* insertEnd(struct Node* head, int data) {
    struct Node* new_node = (struct Node*) malloc(sizeof(struct Node));
    new_node->data = data;

    if (head == NULL) {
        new_node->next = new_node;
        return new_node;
    }

    struct Node* temp = head;
    while (temp->next != head)
        temp = temp->next;

    temp->next = new_node;
    new_node->next = head;

    return head;
}

// Main
int main() {
    struct Node* head = NULL;

    head = insertEnd(head, 10);
    head = insertEnd(head, 20);
    head = insertEnd(head, 30);
    head = insertEnd(head, 40);

    printf(""Circular Linked List:\n"");
    printCircular(head);

    return 0;
}",1
"#include <stdio.h>
#include <stdlib.h>

// Node definition
struct Node {
    int data;
    struct Node* next;
};

// Function to swap nodes pairwise
void pairwiseSwap(struct Node* head) {
    struct Node* temp = head;

    while (temp != NULL && temp->next != NULL) {
        int k = temp->data;
        temp->data = temp->next->data;
        temp->next->data = k;
        temp = temp->next->next;
    }
}

// Push to front
void push(struct Node** head_ref, int data) {
    struct Node* new_node = (struct Node*) malloc(sizeof(struct Node));
    new_node->data = data;
    new_node->next = *head_ref;
    *head_ref = new_node;
}

// Print list
void printList(struct Node* head) {
    while (head != NULL) {
        printf(""%d -> "", head->data);
        head = head->next;
    }
    printf(""NULL\n"");
}

// Main
int main() {
    struct Node* head = NULL;

    push(&head, 6);
    push(&head, 5);
    push(&head, 4);
    push(&head, 3);
    push(&head, 2);
    push(&head, 1);

    printf(""Original List:\n"");
    printList(head);

    pairwiseSwap(head);

    printf(""List after pairwise swap:\n"");
    printList(head);

    return 0;
}",1
"#include <stdio.h>
#include <stdlib.h>

// Node structure
struct Node {
    int data;
    struct Node* next;
};

// Function to convert a singly linked list to circular
void convertToCircular(struct Node* head) {
    if (head == NULL) return;

    struct Node* temp = head;
    while (temp->next != NULL)
        temp = temp->next;

    temp->next = head;  // Connect last node to head
}

// Push node to front
void push(struct Node** head_ref, int data) {
    struct Node* new_node = (struct Node*) malloc(sizeof(struct Node));
    new_node->data = data;
    new_node->next = *head_ref;
    *head_ref = new_node;
}

// Print circular list
void printCircular(struct Node* head) {
    if (head == NULL) return;

    struct Node* temp = head;
    do {
        printf(""%d -> "", temp->data);
        temp = temp->next;
    } while (temp != head);
    printf(""(head)\n"");
}

// Main function
int main() {
    struct Node* head = NULL;

    push(&head, 5);
    push(&head, 4);
    push(&head, 3);
    push(&head, 2);
    push(&head, 1);

    convertToCircular(head);

    printf(""Circular Linked List:\n"");
    printCircular(head);

    return 0;
}",1
"#include <stdio.h>
#include <stdlib.h>

// Node structure
struct Node {
    int data;
    struct Node* next;
};

// Function to reverse linked list in groups
struct Node* reverseInGroups(struct Node* head, int k) {
    struct Node* current = head;
    struct Node* next = NULL;
    struct Node* prev = NULL;
    int count = 0;

    while (current != NULL && count < k) {
        next = current->next;
        current->next = prev;
        prev = current;
        current = next;
        count++;
    }

    if (next != NULL)
        head->next = reverseInGroups(next, k);

    return prev;
}

// Push node
void push(struct Node** head_ref, int data) {
    struct Node* new_node = (struct Node*) malloc(sizeof(struct Node));
    new_node->data = data;
    new_node->next = *head_ref;
    *head_ref = new_node;
}

// Print list
void printList(struct Node* head) {
    while (head) {
        printf(""%d -> "", head->data);
        head = head->next;
    }
    printf(""NULL\n"");
}

// Main
int main() {
    struct Node* head = NULL;

    for (int i = 9; i >= 1; i--)
        push(&head, i);

    printf(""Original List:\n"");
    printList(head);

    int k = 3;
    head = reverseInGroups(head, k);

    printf(""Reversed in groups of %d:\n"", k);
    printList(head);

    return 0;
}",1
"#include <stdio.h>
#include <stdlib.h>

// Node structure
struct Node {
    int data;
    struct Node* next;
};

// Merge two sorted linked lists
struct Node* sortedMerge(struct Node* a, struct Node* b) {
    if (!a) return b;
    if (!b) return a;

    struct Node* result = NULL;

    if (a->data <= b->data) {
        result = a;
        result->next = sortedMerge(a->next, b);
    } else {
        result = b;
        result->next = sortedMerge(a, b->next);
    }

    return result;
}

// Push node
void push(struct Node** head_ref, int data) {
    struct Node* new_node = (struct Node*) malloc(sizeof(struct Node));
    new_node->data = data;
    new_node->next = *head_ref;
    *head_ref = new_node;
}

// Print list
void printList(struct Node* head) {
    while (head) {
        printf(""%d -> "", head->data);
        head = head->next;
    }
    printf(""NULL\n"");
}

// Main
int main() {
    struct Node* list1 = NULL;
    struct Node* list2 = NULL;

    push(&list1, 10);
    push(&list1, 8);
    push(&list1, 5);

    push(&list2, 9);
    push(&list2, 6);
    push(&list2, 3);

    printf(""List 1:\n"");
    printList(list1);
    printf(""List 2:\n"");
    printList(list2);

    struct Node* merged = sortedMerge(list1, list2);
    printf(""Merged Sorted List:\n"");
    printList(merged);

    return 0;
}",1
"#include <stdio.h>
#include <stdlib.h>

// Node structure
struct Node {
    int data;
    struct Node* next;
};

// Detect loop using Floyd’s Cycle Detection
int detectLoop(struct Node* head) {
    struct Node* slow = head;
    struct Node* fast = head;

    while (slow && fast && fast->next) {
        slow = slow->next;
        fast = fast->next->next;

        if (slow == fast)
            return 1;
    }
    return 0;
}

// Remove loop
void removeLoop(struct Node* loop_node, struct Node* head) {
    struct Node* ptr1 = head;
    struct Node* ptr2;

    while (1) {
        ptr2 = loop_node;

        while (ptr2->next != loop_node && ptr2->next != ptr1)
            ptr2 = ptr2->next;

        if (ptr2->next == ptr1)
            break;

        ptr1 = ptr1->next;
    }

    ptr2->next = NULL;
}

// Push node
void push(struct Node** head_ref, int data) {
    struct Node* new_node = (struct Node*) malloc(sizeof(struct Node));
    new_node->data = data;
    new_node->next = *head_ref;
    *head_ref = new_node;
}

// Print list
void printList(struct Node* head) {
    while (head != NULL) {
        printf(""%d -> "", head->data);
        head = head->next;
    }
    printf(""NULL\n"");
}

// Main
int main() {
    struct Node* head = NULL;

    push(&head, 20);
    push(&head, 15);
    push(&head, 10);
    push(&head, 5);

    head->next->next->next->next = head->next; // Create loop

    if (detectLoop(head)) {
        printf(""Loop detected.\n"");
        removeLoop(head->next->next, head);
        printf(""Loop removed.\n"");
    }

    printf(""Final Linked List:\n"");
    printList(head);

    return 0;
}",1
"#include <stdio.h>
#include <stdlib.h>

// Node structure
struct Node {
    int data;
    struct Node* next;
};

// Function to check if list is palindrome
int isPalindrome(struct Node* head) {
    int arr[1000];
    int i = 0;

    while (head) {
        arr[i++] = head->data;
        head = head->next;
    }

    for (int j = 0; j < i / 2; j++) {
        if (arr[j] != arr[i - j - 1])
            return 0;
    }

    return 1;
}

// Push to list
void push(struct Node** head_ref, int val) {
    struct Node* new_node = (struct Node*) malloc(sizeof(struct Node));
    new_node->data = val;
    new_node->next = *head_ref;
    *head_ref = new_node;
}

// Print list
void printList(struct Node* head) {
    while (head) {
        printf(""%d -> "", head->data);
        head = head->next;
    }
    printf(""NULL\n"");
}

// Main
int main() {
    struct Node* head = NULL;

    push(&head, 1);
    push(&head, 2);
    push(&head, 2);
    push(&head, 1);

    printList(head);

    if (isPalindrome(head))
        printf(""The linked list is a palindrome.\n"");
    else
        printf(""The linked list is not a palindrome.\n"");

    return 0;
}",1
"#include <stdio.h>
#include <stdlib.h>
#include <stdbool.h>

// Node structure
struct Node {
    int data;
    struct Node* next;
};

// Function to remove all occurrences of a pattern list from main list
struct Node* removeOccurrences(struct Node* head, struct Node* pattern) {
    if (!pattern) return head;

    struct Node dummy;
    dummy.next = head;
    struct Node* prev = &dummy;
    struct Node* curr = head;

    while (curr) {
        struct Node* p1 = curr;
        struct Node* p2 = pattern;

        while (p1 && p2 && p1->data == p2->data) {
            p1 = p1->next;
            p2 = p2->next;
        }

        if (!p2) {
            prev->next = p1;
            curr = p1;
        } else {
            prev = curr;
            curr = curr->next;
        }
    }

    return dummy.next;
}

// Push node to front
void push(struct Node** head_ref, int val) {
    struct Node* new_node = (struct Node*) malloc(sizeof(struct Node));
    new_node->data = val;
    new_node->next = *head_ref;
    *head_ref = new_node;
}

// Print linked list
void printList(struct Node* head) {
    while (head) {
        printf(""%d -> "", head->data);
        head = head->next;
    }
    printf(""NULL\n"");
}

// Main function
int main() {
    struct Node* mainList = NULL;
    struct Node* pattern = NULL;

    // Main list: 1->2->3->4->2->3->5->NULL
    push(&mainList, 5);
    push(&mainList, 3);
    push(&mainList, 2);
    push(&mainList, 4);
    push(&mainList, 3);
    push(&mainList, 2);
    push(&mainList, 1);

    // Pattern: 2->3
    push(&pattern, 3);
    push(&pattern, 2);

    printf(""Original List:\n"");
    printList(mainList);

    mainList = removeOccurrences(mainList, pattern);

    printf(""After removing pattern:\n"");
    printList(mainList);

    return 0;
}",1
"#include <stdio.h>
#include <stdlib.h>

// Node structure
struct Node {
    int data;
    struct Node* next;
};

// Find intersection point of Y shaped linked lists
int getCount(struct Node* head) {
    int count = 0;
    while (head) {
        count++;
        head = head->next;
    }
    return count;
}

int getIntersection(int d, struct Node* head1, struct Node* head2) {
    struct Node* current1 = head1;
    struct Node* current2 = head2;

    for (int i = 0; i < d; i++) {
        if (!current1) return -1;
        current1 = current1->next;
    }

    while (current1 && current2) {
        if (current1 == current2)
            return current1->data;
        current1 = current1->next;
        current2 = current2->next;
    }

    return -1;
}

int findIntersection(struct Node* head1, struct Node* head2) {
    int c1 = getCount(head1);
    int c2 = getCount(head2);

    if (c1 > c2)
        return getIntersection(c1 - c2, head1, head2);
    else
        return getIntersection(c2 - c1, head2, head1);
}

// Push function
void push(struct Node** head_ref, int data) {
    struct Node* new_node = (struct Node*) malloc(sizeof(struct Node));
    new_node->data = data;
    new_node->next = *head_ref;
    *head_ref = new_node;
}

// Main
int main() {
    struct Node* newNode;

    struct Node* head1 = (struct Node*) malloc(sizeof(struct Node));
    struct Node* head2 = (struct Node*) malloc(sizeof(struct Node));

    head1->data = 10;
    head2->data = 3;

    struct Node* common = (struct Node*) malloc(sizeof(struct Node));
    common->data = 15;
    common->next = (struct Node*) malloc(sizeof(struct Node));
    common->next->data = 30;
    common->next->next = NULL;

    head1->next = (struct Node*) malloc(sizeof(struct Node));
    head1->next->data = 6;
    head1->next->next = common;

    head2->next = common;

    printf(""The intersection point is %d\n"", findIntersection(head1, head2));
    return 0;
}",1
"#include <stdio.h>
#include <stdlib.h>

// Define the structure for a node in the linked list
struct Node {
    int data;
    struct Node* next;
};

// Function to print the middle of the linked list
void printMiddle(struct Node* head) {
    struct Node* slow_ptr = head;
    struct Node* fast_ptr = head;

    if (head != NULL) {
        while (fast_ptr != NULL && fast_ptr->next != NULL) {
            fast_ptr = fast_ptr->next->next;
            slow_ptr = slow_ptr->next;
        }
        printf(""The middle element is [%d]\n"", slow_ptr->data);
    }
}

// Function to push a new node at the beginning
void push(struct Node** head_ref, int new_data) {
    struct Node* new_node = (struct Node*) malloc(sizeof(struct Node));
    new_node->data = new_data;
    new_node->next = *head_ref;
    *head_ref = new_node;
}

// Function to print the linked list
void printList(struct Node* head) {
    while (head != NULL) {
        printf(""%d -> "", head->data);
        head = head->next;
    }
    printf(""NULL\n"");
}

// Main function to test printMiddle function
int main() {
    struct Node* head = NULL;

    for (int i = 5; i > 0; i--) {
        push(&head, i);
        printList(head);
        printMiddle(head);
    }

    return 0;
}
",1
"
#include <stdio.h>
#include <stdlib.h>
#include <stdbool.h>

// Structure for a tree node
struct Node {
    int data;
    struct Node* left;
    struct Node* right;
};

// Function to create a new node
struct Node* createNode(int value) {
    struct Node* newNode = (struct Node*)malloc(sizeof(struct Node));
    if (newNode == NULL) {
        printf(""Memory allocation failed!
"");
        exit(1);
    }
    newNode->data = value;
    newNode->left = NULL;
    newNode->right = NULL;
    return newNode;
}

// Function to determine if two trees are identical
bool areIdentical(struct Node* root1, struct Node* root2) {
    // Both trees are empty
    if (root1 == NULL && root2 == NULL)
        return true;

    // One tree is empty while other is not
    if (root1 == NULL || root2 == NULL)
        return false;

    // Check current node and recurse for left and right subtrees
    return (root1->data == root2->data) &&
           areIdentical(root1->left, root2->left) &&
           areIdentical(root1->right, root2->right);
}

// Main function to test the identical trees function
int main() {
    // Create first tree
    struct Node* root1 = createNode(1);
    root1->left = createNode(2);
    root1->right = createNode(3);
    root1->left->left = createNode(4);
    root1->left->right = createNode(5);

    // Create second tree (same as first)
    struct Node* root2 = createNode(1);
    root2->left = createNode(2);
    root2->right = createNode(3);
    root2->left->left = createNode(4);
    root2->left->right = createNode(5);

    // Create third tree (different)
    struct Node* root3 = createNode(1);
    root3->left = createNode(2);
    root3->right = createNode(3);
    root3->left->left = createNode(4);

    printf(""Tree1 and Tree2 are %s
"", areIdentical(root1, root2) ? ""identical"" : ""not identical"");
    printf(""Tree1 and Tree3 are %s
"", areIdentical(root1, root3) ? ""identical"" : ""not identical"");

    return 0;
}
",1
"
#include <stdio.h>
#include <stdlib.h>

// Structure for a tree node
struct Node {
    int data;
    struct Node* left;
    struct Node* right;
};

// Function to create a new node
struct Node* createNode(int value) {
    struct Node* newNode = (struct Node*)malloc(sizeof(struct Node));
    if (newNode == NULL) {
        printf(""Memory allocation failed!
"");
        exit(1);
    }
    newNode->data = value;
    newNode->left = NULL;
    newNode->right = NULL;
    return newNode;
}

// Function to convert a tree to its mirror
void mirrorTree(struct Node* root) {
    if (root == NULL)
        return;

    // Swap left and right children
    struct Node* temp = root->left;
    root->left = root->right;
    root->right = temp;

    // Recurse for subtrees
    mirrorTree(root->left);
    mirrorTree(root->right);
}

// Helper function for inorder traversal
void inorder(struct Node* root) {
    if (root == NULL)
        return;
    inorder(root->left);
    printf(""%d "", root->data);
    inorder(root->right);
}

// Main function to test mirror tree function
int main() {
    // Create a sample tree
    struct Node* root = createNode(1);
    root->left = createNode(2);
    root->right = createNode(3);
    root->left->left = createNode(4);
    root->left->right = createNode(5);

    printf(""Original tree (inorder): "");
    inorder(root);
    printf(""
"");

    mirrorTree(root);

    printf(""Mirror tree (inorder): "");
    inorder(root);
    printf(""
"");

    return 0;
}
",1
"
#include <stdio.h>
#include <stdlib.h>
#include <stdbool.h>

// Structure for a tree node
struct Node {
    int data;
    struct Node* left;
    struct Node* right;
};

// Function to create a new node
struct Node* createNode(int value) {
    struct Node* newNode = (struct Node*)malloc(sizeof(struct Node));
    if (newNode == NULL) {
        printf(""Memory allocation failed!
"");
        exit(1);
    }
    newNode->data = value;
    newNode->left = NULL;
    newNode->right = NULL;
    return newNode;
}

// Helper function to check if two trees are mirror of each other
bool isMirror(struct Node* root1, struct Node* root2) {
    if (root1 == NULL && root2 == NULL)
        return true;
    if (root1 == NULL || root2 == NULL)
        return false;
    return (root1->data == root2->data) &&
           isMirror(root1->left, root2->right) &&
           isMirror(root1->right, root2->left);
}

// Function to check if tree is symmetric (mirror of itself)
bool isSymmetric(struct Node* root) {
    return isMirror(root, root);
}

// Main function to test symmetric tree function
int main() {
    // Create a symmetric tree
    struct Node* root1 = createNode(1);
    root1->left = createNode(2);
    root1->right = createNode(2);
    root1->left->left = createNode(3);
    root1->left->right = createNode(4);
    root1->right->left = createNode(4);
    root1->right->right = createNode(3);

    // Create a non-symmetric tree
    struct Node* root2 = createNode(1);
    root2->left = createNode(2);
    root2->right = createNode(3);
    root2->left->right = createNode(4);
    root2->right->right = createNode(5);

    printf(""Tree1 is %s
"", isSymmetric(root1) ? ""symmetric"" : ""not symmetric"");
    printf(""Tree2 is %s
"", isSymmetric(root2) ? ""symmetric"" : ""not symmetric"");

    return 0;
}
",1
